userid,score,City,Gender,Age,Objects,Balance,Products,CreditCard,Loyalty,estimated_salary,Churn
15663740,603,Ярославль,М,32,7,,1,1,0,198055.94,1
15791088,598,Рыбинск,М,34,0,104488.17,1,0,1,43249.67,0
15831656,836,Ростов Великий,Ж,32,4,109196.67,2,1,0,55218.02,0
15785972,687,Ярославль,Ж,61,7,80538.56,1,1,0,131305.37,1
15680453,704,Ростов Великий,М,41,4,109026.8,2,1,1,43117.1,0
15678236,605,Ростов Великий,М,75,2,61319.63,1,0,1,186655.11,0
15677528,516,Ярославль,Ж,40,9,,2,0,1,33266.29,0
15650296,572,Ярославль,Ж,39,2,,2,1,1,555.28,0
15769913,557,Ярославль,М,42,6,177822.03,1,1,0,150944.31,1
15817094,443,Ростов Великий,М,59,4,110939.3,1,1,0,72846.58,1
15834040,604,Ростов Великий,М,25,7,165413.43,1,1,1,35279.74,0
15646064,483,Ярославль,М,27,1,77805.66,1,1,1,2101.89,0
15847673,702,Ярославль,М,50,3,,2,0,0,94949.84,0
15846878,670,Рыбинск,Ж,57,3,175575.95,2,1,0,99061.75,1
15651581,804,Рыбинск,Ж,38,3,124197.22,1,1,0,74692.06,0
15745170,850,Ярославль,Ж,30,3,,2,1,0,116692.8,0
15675345,554,Ярославль,Ж,39,10,160132.75,1,1,0,32824.15,0
15646286,588,Ростов Великий,Ж,37,7,70258.88,2,1,0,139607.61,0
15797975,758,Ростов Великий,М,32,4,162657.64,2,1,1,115525.13,0
15713264,787,Ростов Великий,М,43,0,132217.45,1,1,0,20955.03,1
15775440,582,Рыбинск,М,25,9,148042.97,2,1,0,52341.15,0
15631755,633,Рыбинск,Ж,33,4,92855.02,1,1,1,159813.18,0
15720532,766,Ростов Великий,М,47,9,129289.98,1,1,0,169935.46,1
15802913,564,Рыбинск,М,37,9,100252.18,1,1,1,146033.52,0
15679331,602,Рыбинск,М,37,3,107592.89,2,0,1,153122.73,0
15780011,649,Ярославль,М,39,3,113096.41,1,1,1,60335.24,0
15715641,679,Рыбинск,Ж,40,7,,2,1,1,163757.29,0
15796691,639,Рыбинск,М,34,7,149940.04,2,0,0,156648.81,0
15751240,790,Ростов Великий,М,50,8,121438.58,1,1,1,176471.78,1
15635187,565,Ярославль,М,32,9,,2,1,0,5388.3,0
15833191,478,Ярославль,Ж,50,2,,1,0,1,93332.64,1
15614910,825,Ярославль,М,29,3,148874.01,2,0,1,71192.82,0
15699066,528,Рыбинск,Ж,32,0,68138.37,1,1,1,170309.19,0
15612362,577,Рыбинск,М,35,5,110080.3,1,1,1,109794.31,0
15651462,663,Ярославль,М,24,7,,2,1,1,166310.82,0
15680102,505,Ростов Великий,Ж,25,5,114268.85,2,1,1,126728.27,0
15820785,633,Ростов Великий,М,29,6,117412.35,1,0,0,30338.94,0
15770157,586,Ярославль,Ж,38,6,,2,1,1,37935.83,0
15731601,850,Ярославль,Ж,35,9,,2,0,0,25329.48,0
15793768,629,Ростов Великий,Ж,37,1,35549.81,2,0,0,49676.33,0
15777473,744,Ярославль,М,56,9,,2,1,1,169498.61,0
15789251,750,Ярославль,М,36,7,136492.92,3,1,1,26500.29,1
15707047,637,Ростов Великий,М,28,3,123675.69,1,1,1,166458.41,0
15750875,575,Ярославль,Ж,40,1,139532.34,1,1,0,181294.39,0
15811310,671,Рыбинск,М,58,1,178713.98,1,1,1,21768.21,0
15780754,571,Ярославль,М,40,5,,2,0,0,72849.29,0
15742489,590,Ярославль,М,41,1,89086.31,1,1,0,24499.97,0
15745935,619,Рыбинск,М,38,3,96143.47,1,0,0,98994.92,0
15670566,640,Ростов Великий,Ж,30,5,32197.64,1,0,1,141446.01,0
15613591,670,Ярославль,М,38,7,,2,1,1,77864.41,0
15815239,737,Ярославль,Ж,33,4,,2,1,0,115115.32,0
15627189,555,Рыбинск,М,32,10,,2,0,1,168605.96,0
15752847,742,Ярославль,М,33,6,,2,0,0,38550.4,0
15661298,618,Ростов Великий,Ж,40,0,140306.38,1,1,0,160618.61,1
15749500,560,Ярославль,Ж,35,1,,2,1,0,3701.63,0
15841473,654,Ярославль,М,38,8,,2,1,0,88659.44,0
15755344,787,Ростов Великий,Ж,42,2,74483.97,2,0,1,44273.91,0
15679472,611,Ярославль,Ж,53,7,,2,0,1,156495.39,1
15746280,559,Рыбинск,М,34,0,,1,1,0,182988.94,0
15858381,481,Ярославль,М,37,8,152303.66,2,1,1,175082.2,0
15748475,753,Ростов Великий,М,32,5,159904.79,1,1,0,148811.14,0
15752379,675,Ярославль,М,32,1,,3,1,0,85901.09,0
15712541,748,Ростов Великий,Ж,31,1,99557.94,1,1,0,199255.32,0
15780225,610,Рыбинск,Ж,46,5,116886.59,1,0,0,107973.44,0
15817867,580,Рыбинск,М,32,9,142188.2,2,0,1,128028.6,0
15808019,624,Ростов Великий,Ж,40,3,149961.99,2,1,0,104610.86,0
15671451,709,Ярославль,Ж,36,8,,2,1,1,69676.55,0
15856019,605,Ярославль,Ж,34,2,,1,0,0,35982.42,0
15788452,706,Рыбинск,М,53,7,,2,0,1,117939.17,0
15641221,567,Рыбинск,М,40,8,28649.64,1,1,1,95140.62,0
15739288,747,Ярославль,Ж,21,4,81025.6,2,1,0,167682.57,0
15797305,664,Ярославль,М,57,1,,2,1,1,56562.57,0
15744477,711,Ярославль,Ж,39,3,152462.79,1,1,0,90305.97,0
15615367,609,Ярославль,М,25,10,,1,0,1,109895.16,0
15678805,632,Рыбинск,М,28,7,155519.59,1,1,0,1843.24,0
15725203,725,Ярославль,Ж,36,1,118851.05,1,1,1,102747.02,0
15833480,850,Ярославль,Ж,34,9,92899.27,2,1,0,97465.89,0
15667759,682,Ярославль,М,40,4,,1,0,1,105352.55,0
15774003,797,Ярославль,М,37,4,75263.7,1,1,0,85801.77,0
15785615,668,Рыбинск,М,38,1,147904.31,1,1,1,69370.05,0
15799751,783,Ростов Великий,Ж,41,5,106640.5,1,1,0,176945.96,0
15813447,766,Ростов Великий,Ж,28,4,90696.78,1,0,1,21597.2,0
15612166,704,Рыбинск,Ж,36,2,175509.8,2,1,0,152039.67,0
15660040,722,Ярославль,М,40,6,,2,1,1,111893.09,0
15747202,692,Ярославль,Ж,34,7,,2,1,0,195074.62,0
15707417,584,Ярославль,Ж,35,2,114321.28,2,0,0,15959.01,0
15648270,644,Ростов Великий,Ж,51,4,95560.04,1,0,0,72628.84,1
15835209,598,Ростов Великий,Ж,50,5,88379.81,3,0,1,64157.24,1
15845361,733,Ростов Великий,М,48,7,85915.52,1,1,1,23860.5,0
15808753,615,Ростов Великий,М,58,3,72309.3,1,1,1,85687.09,1
15804908,850,Ярославль,Ж,39,2,,2,1,0,179451.42,0
15771069,521,Ярославль,М,43,8,,1,1,1,93180.09,0
15835604,675,Ярославль,М,69,1,,2,1,0,157097.09,0
15648434,746,Ярославль,М,58,3,,3,1,1,80344.96,1
15819796,770,Ярославль,Ж,33,4,,1,1,0,26080.54,1
15668979,618,Ярославль,М,30,3,133844.22,1,1,1,31406.93,0
15762634,556,Ярославль,М,36,7,154872.08,2,1,1,32044.64,0
15642712,749,Ярославль,Ж,27,9,,2,1,0,132734.87,0
15795545,702,Рыбинск,М,43,6,116121.67,1,1,0,61602.42,0
15632434,555,Ростов Великий,М,42,6,107104.5,1,1,1,41304.44,1
15652713,587,Ярославль,М,47,6,71026.77,1,1,0,57962.41,0
15792857,639,Ярославль,М,38,3,,1,1,0,42862.82,0
15776913,643,Ярославль,М,33,4,,2,1,1,152992.04,0
15824083,600,Ярославль,Ж,41,1,,2,1,1,91193.65,0
15634761,651,Ярославль,М,53,7,,2,1,1,130132.41,0
15712899,666,Ярославль,Ж,27,4,,2,0,0,88751.45,0
15808138,520,Ярославль,Ж,39,6,145644.05,1,0,0,104118.93,0
15667079,650,Рыбинск,Ж,50,7,129667.77,1,0,0,42028.16,0
15645090,564,Ростов Великий,М,33,3,109341.87,1,1,0,75632.78,0
15621919,586,Ярославль,М,64,1,,2,1,1,53710.23,0
15627635,617,Ярославль,Ж,35,5,,2,0,1,13066.3,0
15766394,712,Рыбинск,Ж,30,6,,2,1,0,152417.97,0
15846701,654,Ярославль,М,55,3,87485.67,1,1,1,3299.01,0
15725225,605,Ярославль,М,27,9,,2,1,0,198091.81,0
15856381,491,Ярославль,Ж,36,0,53369.13,1,1,1,103934.12,0
15809523,707,Ярославль,Ж,35,9,,2,1,1,70403.65,0
15729907,638,Рыбинск,М,34,5,146679.77,1,1,0,102179.86,0
15733480,683,Ярославль,М,43,2,112499.42,2,1,0,30375.18,0
15750710,815,Рыбинск,Ж,38,2,48387.0,1,1,0,184796.84,0
15715820,645,Рыбинск,М,38,1,68079.8,1,0,1,166264.89,0
15857508,645,Ростов Великий,М,49,4,160133.88,1,0,1,88391.97,0
15786445,683,Ярославль,М,30,4,66190.33,1,1,1,115186.97,0
15653079,705,Ярославль,Ж,37,10,,2,1,1,13935.53,1
15780150,647,Ярославль,М,35,4,123761.68,1,1,0,83910.4,0
15831216,786,Ростов Великий,Ж,33,0,122325.58,1,0,0,34712.34,1
15611255,534,Ярославль,М,41,9,,2,1,0,13871.34,0
15835189,602,Рыбинск,Ж,42,1,138912.17,1,1,1,139494.75,0
15700836,695,Ярославль,Ж,42,0,,2,0,1,140724.64,0
15737933,553,Ростов Великий,Ж,25,7,128524.19,2,1,0,20682.46,0
15792543,516,Рыбинск,Ж,31,3,,2,1,0,124202.26,0
15816612,655,Ярославль,Ж,34,3,,2,1,0,159638.77,0
15634434,849,Ростов Великий,Ж,49,9,132934.89,1,1,0,171056.65,1
15755549,520,Ростов Великий,М,43,3,150805.17,3,0,1,25333.03,1
15806634,568,Рыбинск,Ж,46,3,,2,1,1,29372.62,0
15836060,695,Рыбинск,М,32,9,,3,0,1,38533.79,0
15800495,807,Рыбинск,Ж,28,7,165969.26,3,1,0,156122.13,1
15838966,642,Ростов Великий,Ж,36,2,124495.98,3,1,1,57904.22,1
15654465,703,Ростов Великий,М,39,1,141559.5,1,1,1,31257.1,1
15752267,556,Ярославль,М,38,2,114756.14,1,1,0,193214.05,0
15693487,585,Ярославль,Ж,30,6,,2,1,1,137757.69,0
15684149,587,Ростов Великий,Ж,49,7,155393.98,2,1,0,13308.2,1
15796576,524,Рыбинск,Ж,32,6,,1,1,1,132861.9,1
15712730,556,Ростов Великий,Ж,31,1,128663.81,2,1,0,125083.29,0
15738037,504,Рыбинск,М,44,4,113522.64,1,1,1,12405.2,0
15834740,731,Рыбинск,Ж,26,3,,2,1,0,37697.29,0
15645771,651,Ярославль,М,34,3,,2,1,1,105599.65,0
15760022,675,Рыбинск,Ж,40,8,79035.95,1,1,0,142783.98,1
15619843,657,Рыбинск,Ж,22,6,,3,0,1,168412.07,1
15797483,686,Ростов Великий,М,33,9,141918.09,2,0,1,184036.47,0
15748412,690,Ярославль,Ж,35,9,107944.33,2,0,0,48478.47,0
15794648,567,Ярославль,М,36,7,,2,0,1,3896.08,0
15720072,557,Ростов Великий,М,57,1,120043.13,1,1,0,132370.75,1
15727131,446,Рыбинск,Ж,45,10,125191.69,1,1,1,128260.86,1
15702685,850,Ярославль,М,31,1,96399.31,2,1,0,106534.15,0
15855158,637,Ярославль,М,41,2,,2,0,1,102515.42,0
15849677,499,Ярославль,М,60,7,76961.6,2,1,1,83643.87,0
15680426,622,Ростов Великий,Ж,34,7,98675.74,1,1,0,138906.85,1
15675618,684,Ростов Великий,М,37,1,126817.13,2,1,1,29995.83,1
15849843,612,Ярославль,М,32,3,121394.42,1,1,0,164081.42,0
15703770,813,Ростов Великий,Ж,29,5,106059.4,1,0,0,187976.88,1
15854694,850,Ростов Великий,М,44,2,112755.34,2,0,0,158171.36,0
15827903,795,Рыбинск,М,29,4,,2,0,0,155711.64,0
15689456,628,Рыбинск,Ж,55,7,,3,1,0,85890.75,1
15701350,565,Ростов Великий,Ж,38,7,145400.69,2,1,1,83844.79,0
15747393,601,Ярославль,М,39,3,72647.64,1,1,0,41777.9,1
15609883,802,Рыбинск,М,40,4,,2,1,1,81908.09,0
15744055,614,Ростов Великий,Ж,37,6,96340.81,2,1,1,139377.24,1
15788002,434,Рыбинск,М,55,6,,1,0,1,73562.05,1
15693173,522,Ростов Великий,М,32,8,124450.36,2,1,1,165786.1,0
15807050,550,Ростов Великий,М,36,2,113877.23,2,1,0,174921.91,0
15655330,599,Рыбинск,М,25,3,,2,1,1,120790.02,0
15636237,493,Ярославль,Ж,36,5,148667.81,2,1,0,56092.51,0
15846886,755,Ярославль,М,34,3,,2,1,1,158816.03,0
15692033,605,Ярославль,Ж,62,4,111065.93,2,0,1,125660.99,0
15683846,708,Ярославль,М,41,0,,1,1,0,128400.62,0
15703344,699,Ярославль,М,44,8,158697.61,1,1,0,107181.22,0
15849306,763,Ярославль,Ж,53,4,,1,1,0,77203.72,1
15758081,743,Рыбинск,М,25,6,,2,1,0,129740.11,0
15798257,660,Ярославль,Ж,48,0,90044.32,2,0,1,187604.97,1
15621810,619,Ростов Великий,М,38,10,84651.79,1,1,1,184754.26,0
15683894,739,Ростов Великий,М,32,3,102128.27,1,1,0,63981.37,1
15795243,769,Ростов Великий,М,60,9,148846.39,1,1,0,192831.67,1
15640719,692,Ярославль,М,69,10,154953.94,1,1,1,70849.47,0
15628805,560,Ярославль,Ж,30,0,108883.29,1,1,0,27914.95,0
15697818,607,Ярославль,Ж,48,4,112070.86,3,1,0,173568.3,1
15762891,630,Ростов Великий,М,29,6,131354.39,1,0,1,9324.31,1
15624852,767,Ростов Великий,Ж,45,7,132746.2,2,1,0,26628.88,1
15792101,543,Ярославль,Ж,34,8,,2,0,1,145601.8,0
15674805,776,Ярославль,М,39,8,125211.55,2,1,0,144496.07,0
15705870,535,Рыбинск,М,58,1,,2,1,1,11779.98,1
15809419,549,Ростов Великий,М,36,6,139422.37,1,0,0,83983.39,1
15749955,844,Ярославль,Ж,28,4,,2,0,1,123318.37,0
15751968,586,Ростов Великий,Ж,47,5,157099.47,2,1,1,65481.86,0
15844087,583,Ярославль,М,40,3,,2,1,0,47728.0,0
15621483,701,Рыбинск,М,26,5,83600.24,1,0,1,59195.05,0
15718362,726,Ярославль,М,28,2,,1,0,0,98060.51,0
15626472,829,Ростов Великий,М,36,4,81795.74,2,1,0,90106.94,0
15632747,749,Рыбинск,М,38,9,129378.32,1,1,1,13549.34,0
15652649,743,Ярославль,Ж,46,9,,1,1,0,113436.08,0
15762215,619,Рыбинск,Ж,56,7,,2,1,1,42442.21,0
15617883,699,Ярославль,М,22,9,99339.0,1,1,0,68297.61,1
15640045,749,Рыбинск,М,36,7,,2,0,0,80134.65,0
15691103,600,Ростов Великий,Ж,29,6,74430.1,2,1,1,96051.1,0
15800767,760,Рыбинск,М,38,3,91241.85,1,0,1,80682.35,0
15794507,528,Ростов Великий,М,32,2,99092.45,1,0,1,111149.98,0
15732024,630,Ярославль,Ж,26,5,,2,1,0,182612.38,0
15773762,683,Ростов Великий,Ж,39,2,100062.16,2,1,0,109201.43,0
15818545,677,Ростов Великий,Ж,26,6,98723.67,1,0,1,151146.67,0
15785812,669,Рыбинск,М,29,9,,1,1,1,93901.61,0
15700994,693,Ярославль,М,43,6,128760.32,1,1,0,36342.79,0
15799057,612,Рыбинск,Ж,52,5,144772.69,1,0,0,98302.57,1
15749535,719,Рыбинск,М,44,4,,1,0,0,84972.9,1
15818439,702,Ярославль,М,26,2,71281.29,1,1,1,108747.12,1
15685372,755,Ярославль,М,29,9,117035.89,1,1,1,21862.19,0
15747387,514,Ярославль,М,26,1,,2,0,0,121551.93,0
15849507,753,Ярославль,Ж,40,0,3768.69,2,1,0,177065.24,1
15609471,548,Ростов Великий,Ж,36,2,108913.84,2,1,1,140460.01,0
15724407,850,Ростов Великий,М,28,2,101100.22,2,1,1,35337.31,0
15818685,612,Ярославль,Ж,38,7,110615.47,1,1,1,193502.93,0
15629488,628,Ростов Великий,М,33,8,152143.89,1,1,1,32174.03,0
15625255,479,Ярославль,М,47,6,121797.09,1,0,1,5811.9,1
15700969,724,Ярославль,Ж,41,5,109798.25,1,0,1,149593.61,0
15798066,512,Ростов Великий,М,41,7,122403.24,1,0,1,37439.9,1
15647808,638,Ярославль,Ж,43,3,145860.98,1,1,1,142763.51,1
15660274,834,Рыбинск,М,40,7,,2,0,0,45038.74,0
15634164,781,Ярославль,М,29,9,,2,0,0,172097.4,0
15734878,707,Ростов Великий,Ж,48,7,105086.74,1,1,1,180344.69,1
15735667,670,Ярославль,М,22,2,114991.45,1,1,1,37392.56,0
15823863,663,Рыбинск,Ж,33,8,96769.04,1,1,1,36864.05,0
15719872,624,Ярославль,Ж,23,5,,2,0,0,132418.59,0
15720564,598,Ярославль,Ж,34,4,,2,0,0,60894.26,0
15610633,619,Ростов Великий,М,23,5,132725.1,1,1,1,143913.33,0
15836377,792,Ярославль,Ж,70,3,,2,1,1,172240.27,0
15721069,683,Ярославль,Ж,26,7,,2,1,0,86619.77,0
15673247,691,Ярославль,Ж,33,6,,2,1,0,164074.89,0
15835363,765,Рыбинск,Ж,33,5,84557.82,1,1,1,69039.43,0
15759927,508,Ярославль,М,49,1,93817.41,2,1,1,132468.76,1
15668452,637,Ярославль,Ж,33,9,113913.53,1,0,1,65316.5,0
15752789,667,Ростов Великий,Ж,44,5,140406.68,2,0,1,57164.19,0
15622779,575,Рыбинск,Ж,22,8,105229.34,1,1,1,34397.08,0
15644146,744,Рыбинск,Ж,46,1,,3,1,1,177431.59,1
15727405,567,Ярославль,Ж,41,9,137891.35,1,1,0,142009.46,1
15661819,502,Ярославль,Ж,35,6,,2,1,1,80618.47,0
15734943,609,Ярославль,Ж,53,6,,2,1,1,124218.27,0
15773441,715,Ярославль,М,37,9,165252.52,1,1,0,85286.3,0
15792424,541,Ярославль,М,32,8,,2,0,0,40889.14,0
15771278,850,Ярославль,Ж,71,4,,2,1,1,107236.87,0
15802799,595,Рыбинск,М,23,7,,2,1,1,168085.97,0
15701718,650,Ростов Великий,Ж,28,5,122034.4,3,0,1,146663.43,1
15801505,625,Ярославль,Ж,44,7,,1,1,0,4791.8,0
15821217,817,Ярославль,М,59,1,118962.58,1,1,1,120819.58,0
15703898,526,Рыбинск,М,49,2,,1,1,0,114539.67,1
15610900,850,Ярославль,Ж,34,4,71379.53,2,1,1,154000.99,0
15644305,598,Ярославль,Ж,40,2,171178.25,1,1,0,137980.58,1
15815119,613,Ярославль,М,36,9,131307.11,1,0,0,83343.73,0
15710192,709,Рыбинск,М,62,3,,2,1,1,82195.15,0
15715719,678,Рыбинск,Ж,27,5,87099.85,2,1,0,149550.95,0
15842270,720,Ярославль,М,71,5,183135.39,2,1,1,197688.5,0
15625583,662,Ярославль,М,26,0,,2,0,1,72929.96,0
15655214,525,Ярославль,М,51,10,,3,1,0,171045.35,1
15752357,662,Ярославль,М,31,3,,2,0,1,27731.05,0
15844745,770,Ярославль,Ж,33,6,,2,1,1,126131.9,0
15741552,721,Рыбинск,Ж,33,4,72535.45,1,1,1,103931.49,0
15617566,633,Ростов Великий,М,58,2,128137.42,2,1,0,147635.33,1
15645818,701,Ярославль,М,51,9,,2,0,0,61961.57,0
15728683,556,Ростов Великий,М,42,0,115915.53,2,0,1,125435.47,1
15685784,639,Ярославль,М,66,0,,2,0,1,42240.54,0
15850304,632,Ярославль,М,50,2,,2,0,0,57942.88,0
15640327,456,Ярославль,М,29,5,107000.49,1,1,1,153419.62,0
15790294,729,Рыбинск,Ж,38,10,,2,1,0,189727.12,0
15799391,632,Ярославль,Ж,34,2,,2,0,0,165385.55,0
15632685,433,Рыбинск,М,34,9,152806.74,1,1,0,19687.99,0
15643748,802,Ярославль,Ж,60,3,92887.06,1,1,0,39473.63,1
15767005,670,Ярославль,М,25,7,,2,1,1,144723.38,0
15610242,738,Ростов Великий,Ж,40,6,114940.67,2,1,1,194895.57,1
15834613,706,Ростов Великий,М,34,0,140641.26,2,1,1,77271.91,0
15837096,592,Ростов Великий,Ж,70,5,71816.74,2,1,0,105096.82,1
15729274,522,Ярославль,Ж,41,7,,2,0,1,176780.39,0
15628721,746,Ярославль,М,48,5,165282.42,1,1,0,153786.46,1
15741993,651,Рыбинск,М,42,2,143145.87,2,1,0,43612.06,0
15846840,494,Ярославль,М,28,9,114731.76,2,0,1,79479.74,0
15770355,753,Ростов Великий,Ж,46,9,113909.69,3,1,0,92320.37,1
15782973,671,Ростов Великий,М,36,2,116695.27,1,0,0,193201.86,0
15844172,696,Ярославль,М,42,4,,1,0,0,126353.13,1
15748471,577,Рыбинск,М,43,3,,2,1,1,135008.92,0
15692095,587,Ярославль,М,36,1,,2,0,1,17135.6,0
15667628,712,Ростов Великий,М,37,7,93978.96,2,1,0,60651.77,0
15827654,498,Ростов Великий,М,35,2,121968.11,2,0,1,188343.05,0
15627521,660,Ярославль,М,37,2,97324.91,1,1,0,23291.83,0
15839933,678,Рыбинск,М,29,6,,2,1,0,64443.75,0
15617594,530,Ярославль,М,37,8,,2,1,1,287.99,0
15836837,559,Ярославль,Ж,48,2,,2,0,1,137961.41,0
15785981,624,Ярославль,М,42,3,145155.37,1,1,0,72169.95,1
15834271,592,Ярославль,М,28,5,137222.77,1,0,0,39608.58,0
15647951,767,Ярославль,М,48,9,,2,0,1,175458.21,0
15814485,653,Ростов Великий,Ж,38,5,114268.22,2,1,1,89524.83,0
15659569,678,Рыбинск,М,27,2,,2,1,1,13221.25,0
15793464,586,Рыбинск,Ж,42,2,,1,1,0,102889.34,0
15812089,550,Ярославль,Ж,40,8,150490.32,1,0,0,166468.21,1
15812827,643,Ростов Великий,М,28,9,160858.13,2,1,0,27149.27,0
15759156,612,Рыбинск,М,39,5,170288.38,1,1,1,59601.15,0
15783338,674,Ростов Великий,Ж,27,4,111568.01,1,0,1,22026.18,0
15838807,657,Рыбинск,М,29,7,83889.03,1,1,0,153059.62,0
15854125,724,Ростов Великий,Ж,35,0,171982.95,2,0,1,167313.07,0
15826611,500,Ярославль,Ж,34,4,,2,1,0,12833.96,0
15714536,688,Ярославль,М,20,8,137624.4,2,1,1,197582.79,0
15720024,599,Ярославль,М,50,3,121159.65,1,0,0,4033.39,1
15676261,631,Ярославль,М,29,7,,2,0,1,125877.22,0
15677342,634,Рыбинск,М,52,1,,2,1,1,176913.42,0
15621943,545,Ярославль,М,37,3,91184.01,1,1,0,105476.65,0
15662628,644,Рыбинск,М,18,8,,2,1,0,59172.42,0
15610514,690,Ростов Великий,Ж,54,1,144027.8,1,1,1,108731.02,1
15754486,711,Ярославль,Ж,34,6,,2,1,1,175310.38,0
15793820,712,Ярославль,Ж,29,8,140170.61,1,1,1,38170.04,0
15811681,627,Ярославль,М,27,1,62092.9,1,1,1,105887.04,0
15629667,694,Рыбинск,М,39,3,,1,1,1,95625.03,0
15679089,534,Рыбинск,М,35,4,,2,0,0,9541.15,0
15666594,603,Ярославль,М,45,9,,1,0,0,148516.79,0
15746090,808,Ярославль,Ж,33,2,103516.87,1,1,0,113907.8,0
15706723,723,Рыбинск,М,30,1,,3,1,0,164647.72,1
15823541,585,Ярославль,Ж,35,2,,2,1,0,98621.04,1
15811302,706,Ярославль,М,34,8,,2,1,1,37479.97,0
15685965,671,Ярославль,Ж,31,6,,2,1,1,15846.42,0
15797676,597,Рыбинск,М,43,2,85162.26,1,0,1,5104.08,1
15719312,646,Ярославль,Ж,43,8,143061.88,1,1,0,61937.6,0
15842804,801,Рыбинск,Ж,46,6,,2,1,1,170008.74,0
15690766,731,Рыбинск,Ж,33,5,137388.01,2,1,0,165000.68,0
15711330,620,Ростов Великий,Ж,25,1,137712.01,1,1,1,76197.05,0
15771445,484,Ростов Великий,М,40,7,106901.42,2,0,0,118045.98,0
15766917,647,Рыбинск,М,47,5,105603.21,2,1,1,157360.9,0
15690282,688,Ростов Великий,Ж,40,8,150679.71,2,0,1,196226.38,0
15745337,680,Ростов Великий,М,30,4,108300.27,2,0,1,44384.57,1
15610461,689,Ярославль,Ж,46,7,52016.08,2,1,1,72993.65,0
15716915,513,Ростов Великий,М,34,7,60515.13,1,0,0,124571.09,0
15729693,553,Ростов Великий,М,35,2,158584.28,2,1,0,43640.16,0
15650426,689,Ростов Великий,М,47,2,118812.5,2,0,0,31121.42,0
15849282,517,Рыбинск,М,46,4,,1,1,0,22372.78,0
15675586,731,Ярославль,М,37,8,,2,1,1,170338.35,0
15751752,687,Ростов Великий,Ж,47,1,91219.29,1,0,0,158845.49,1
15680804,507,Рыбинск,М,32,7,,2,1,0,67926.18,0
15792081,468,Ярославль,Ж,22,1,76318.64,1,1,1,194783.12,0
15834057,682,Рыбинск,Ж,58,4,,1,1,0,176036.01,0
15741831,603,Ярославль,Ж,24,3,,1,1,1,198826.03,1
15681065,522,Ростов Великий,М,25,1,111432.13,1,1,1,168683.57,0
15618181,629,Рыбинск,М,41,10,150148.51,1,0,0,6936.27,0
15795358,729,Ярославль,Ж,32,7,38550.06,1,0,1,179230.23,0
15817243,574,Ярославль,Ж,39,5,119013.86,1,1,0,103421.91,0
15613593,677,Ростов Великий,Ж,39,0,111213.64,2,1,1,147578.26,0
15642122,627,Ростов Великий,М,28,5,71097.23,1,1,1,130504.49,0
15787649,788,Рыбинск,М,36,10,109632.85,1,1,1,16149.13,0
15690028,697,Ярославль,М,63,7,148368.02,1,0,0,118862.08,1
15771574,578,Ярославль,М,45,1,148600.91,1,1,0,143397.14,1
15627440,519,Ярославль,М,48,10,71083.98,1,1,0,137959.0,0
15791804,632,Ярославль,Ж,40,9,139625.34,1,1,0,93702.96,1
15665721,679,Ярославль,Ж,39,4,,1,0,0,172939.3,1
15630412,699,Ярославль,М,30,9,,1,1,1,108162.13,0
15822232,615,Ярославль,М,64,0,81564.1,2,0,1,35896.09,0
15776196,622,Рыбинск,М,36,9,,2,1,1,104852.6,0
15754193,755,Ярославль,Ж,28,7,124540.28,1,0,1,188850.89,0
15838026,767,Ярославль,Ж,42,2,133616.39,1,1,0,28615.8,0
15653959,752,Ростов Великий,Ж,38,10,101648.5,2,1,0,172001.44,0
15836895,633,Ярославль,Ж,26,8,124281.84,1,1,1,60116.57,0
15823413,717,Ярославль,Ж,59,4,,2,1,1,170528.63,0
15732911,585,Рыбинск,М,45,0,,2,0,0,189683.7,0
15765335,751,Ярославль,Ж,37,9,183613.66,2,0,0,49734.94,0
15612712,754,Ростов Великий,М,65,1,136186.44,1,1,1,121529.59,1
15749747,495,Ярославль,М,47,10,137682.68,1,1,0,71071.47,0
15745013,650,Ярославль,М,34,4,106005.54,1,0,1,142995.32,0
15844651,529,Ярославль,Ж,31,6,152310.55,1,1,0,13054.25,0
15622949,585,Ярославль,Ж,43,2,,2,1,0,89402.54,0
15680683,668,Рыбинск,М,32,1,134446.04,1,0,1,111241.37,0
15758624,591,Ярославль,Ж,38,2,142289.28,1,0,1,119638.85,0
15775703,731,Ярославль,М,19,6,,2,1,1,151581.79,0
15779783,754,Ярославль,Ж,45,6,,1,1,0,73881.68,1
15736775,650,Ростов Великий,Ж,46,9,149003.76,2,1,0,176902.83,0
15692193,588,Ростов Великий,М,41,2,131341.46,2,0,1,7034.94,0
15785545,712,Рыбинск,Ж,29,7,77919.78,1,1,0,122547.58,0
15680565,691,Ярославль,Ж,34,7,,2,0,1,161559.12,0
15675930,771,Ярославль,Ж,41,10,108309.0,4,1,1,137510.41,1
15654371,678,Рыбинск,Ж,39,6,,1,0,1,185366.56,0
15681510,719,Рыбинск,Ж,40,9,,2,1,0,182224.14,0
15764773,610,Ростов Великий,М,36,7,115462.02,1,0,1,42581.04,0
15715666,722,Рыбинск,М,37,9,,2,1,0,31921.95,0
15711510,758,Ростов Великий,Ж,23,5,122739.1,1,1,0,102460.84,1
15823702,709,Ярославль,Ж,32,2,,2,0,0,109681.29,0
15702430,634,Ростов Великий,Ж,53,3,113781.5,2,1,1,106345.05,1
